frequency,character,canto,definition,radical,stroke_count,pinyin
1404,丧,song3,mourning; mourn; funeral,十,8,sàng
1405,污,wu1,"filthy, dirty, impure, polluted",水,6,wū
1406,渡,dou6,"cross, ferry over; ferry",水,12,dù
1407,旗,kei4,"banner, flag, streamer",方,14,qí
1408,甘,gam1,"sweetness; sweet, tasty",甘,5,gān
1409,耐,noi6,"endure, bear; resist; patient",而,9,nài
1410,凭,pang4,"lean on, depend on, rely on",几,8,píng
1411,扎,zaat3,pull up; pierce; struggle free,手,4,zhā
1412,抢,coeng2,"plunder, rob, take by force",手,7,qiǎng
1413,绪,seoi5,"end of thread; thread, clue",糸,11,xù
1414,粗,cou1,"rough, thick, course; rude",米,11,cū
1415,肩,gin1,shoulders; to shoulder; bear,肉,8,jiān
1416,梁,loeng4,bridge; beam; rafters; surname,木,11,liáng
1417,幻,waan6,"illusion, fantasy, mirage",幺,4,huàn
1418,菲,fei1,"fragrant, luxuriant; the Philippines",艸,11,fēi
1419,皆,gaai1,"all, every, everybody",白,9,jiē
1420,碎,seoi3,"break, smash; broken, busted",石,13,suì
1421,宙,zau6,time as concept; infinite time,宀,8,zhòu
1422,叔,suk1,,又,8,shū
1423,岩,ngaam4,cliff; rocks; mountain,山,8,yán
1424,荡,dong6,"pond, pool; wash away, cleanse",艸,9,dàng
1425,综,zung1,arrange threads for weaving,糸,11,zōng
1426,爬,paa4,"crawl, creep; climb; scramble",爪,8,pá
1427,荷,ho4,"lotus, water lily, holland",艸,10,hé
1428,悉,sik1,"know, learn about, comprehend",心,11,xī
1429,蒂,dai3,peduncle or stem of plants,艸,12,dì
1430,返,faan2,"return, revert to, restore",辵,7,fǎn
1431,井,zeng2,"well, mine shaft, pit",二,4,jǐng
1432,壮,zong3,"big, large; robust; name of tribe",士,6,zhuàng
1433,薄,bok6,"thin, slight, weak; poor, stingy",艸,16,báo
1434,悄,ciu2,"silent, quiet, still; anxious",心,10,qiāo
1435,扫,sou3,"sweep, clear away; exterminate",手,6,sǎo
1436,敏,man5,"fast, quick, clever, smart",攴,11,mǐn
1437,碍,ngoi.6,"obstruct, hinder, block, deter",石,13,ài
1438,殖,zik6,"breed, spawn; increase; prosper",歹,12,zhí
1439,详,coeng4,"detailed, complete, thorough",言,8,xiáng
1440,迪,dik6,"enlighten, advance; progress",辵,8,dí
1441,矛,maau4,"spear, lance; KangXi radical 110",矛,5,máo
1442,霍,fok3,"quickly, suddenly; surname",雨,16,huò
1443,允,wan5,"to grant, to allow, to consent",儿,4,yǔn
1444,幅,fuk1,"piece, strip, breadth of, hem",巾,12,fú
1445,撒,saat3,"release, cast away, let go; disperse; relax",手,15,sā
1446,剩,zing6,"leftovers, residue, remains",刀,12,shèng
1447,凯,1,"triumphant; triumph, victory",几,8,kǎi
1448,颗,fo2,"grain, kernel",頁,14,kē
1449,骂,maa6,"accuse, blame, curse, scold",口,9,mà
1450,赏,soeng2,"reward, grant, bestow; appreciate",貝,12,shǎng
1451,液,jik6,"sap, juice, liquid, fluid",水,11,yè
1452,番,faan1,"to take turns; a turn, a time; to repeat",田,12,fān
1453,箱,soeng1,"case, box, chest, trunk",竹,15,xiāng
1454,贴,tip3,"paste to, stick on; attached to",貝,9,tiē
1455,漫,maan6,overflow of water; spreading,水,14,màn
1456,酸,syun1,"tart, sour; acid; stiff; spoiled",酉,14,suān
1457,郎,long4,"gentleman, young man; husband",邑,8,láng
1458,腰,jiu1,waist; kidney,肉,13,yāo
1459,舒,syu1,"open up, unfold, stretch out; comfortable, easy",舌,12,shū
1460,眉,mei4,eyebrows; upper margin of book,目,9,méi
1461,忧,jau1,"sad, grieved; grief, melancholy",心,7,yōu
1462,浮,fau4,"to float, drift, waft; to exceed; superfluous",水,10,fú
1463,辛,san1,"bitter; toilsome, laborious; 8th heavenly stem",辛,7,xīn
1464,恋,lyun2,"love; long for, yearn for; love",心,10,liàn
1465,餐,caan1,"eat, dine; meal; food",食,16,cān
1466,吓,haak3,"scare, frighten; intimidate",口,6,xià
1467,挺,ting5,"to stand upright, straighten; rigid",手,9,tǐng
1468,励,lai6,strive; encourage,力,7,lì
1469,辞,ci4,"words, speech, expression, phrase",舌,13,cí
1470,艘,sau2,"counter for ships, vessels",舟,15,sōu
1471,键,gin6,"door bolt, lock bolt; key",金,13,jiàn
1472,伍,ng5,"five, company of five; troops",人,6,wǔ
1473,峰,fung1,"peak, summit; hump of camel",山,10,fēng
1474,尺,cek3,,尸,4,chǐ
1475,昨,zok6,"yesterday; in former times, past",日,9,zuó
1476,黎,lai4,"surname; numerous, many; black",黍,15,lí
1477,辈,bui.3,"generation, lifetime; class",非,12,bèi
1478,贯,gun3,a string of 1000 coins; to go through,貝,8,guàn
1479,侦,zing1,"spy, reconnoiter; detective",人,8,zhēn
1480,滑,waat6,"slip, slide; slippery, polished",水,12,huá
1481,券,hyun3,"certificate, ticket; title deeds",刀,8,quàn
1482,崇,sung4,"esteem, honor, revere, venerate",山,11,chóng
1483,扰,jiu2,"disturb, annoy, agitate",手,7,rǎo
1484,宪,hin3,"constitution, statute, law",宀,9,xiàn
1485,绕,jiu2,entwine; wind around; surround,糸,9,rào
1486,趋,ceoi1,"hasten, hurry; be attracted to",走,12,qū
1487,慈,ci4,"kind, charitable, benevolent",心,13,cí
1488,乔,kiu4,"tall, lofty; proud, stately",大,6,qiáo
1489,阅,jyut6,"examine, inspect, review, read",門,10,yuè
1490,汗,hon6,"perspiration, sweat",水,6,hàn
1491,枝,zi1,"branches, limbs; branch off",木,8,zhī
1492,拖,to1,"drag, tow, haul; delay, prolong",手,8,tuō
1493,墨,mak6,ink; writing,土,15,mò
1494,胁,hip3,"ribs, armpits; flank; threaten",肉,8,xié
1495,插,caap3,"insert, stick into; plant",手,12,chā
1496,箭,zin3,arrow; type of bamboo,竹,15,jiàn
1497,腊,laap6,year end sacrifice; dried meat,肉,12,là
1498,粉,fan2,"powder, face powder; plaster",米,10,fěn
1499,泥,nai4,"mud, mire; earth, clay; plaster",水,8,ní
1500,氏,si6,"clan, family; mister",氏,4,shì
1501,彭,paang4,name of ancient country; surname,彡,12,péng
1502,拔,bat.6,"uproot, pull out",手,8,bá
1503,骗,pin3,"swindle, cheat out of, defraud",馬,12,piàn
1504,凤,fung6,male phoenix; symbol of joy,几,4,fèng
1505,慧,wai6,"bright, intelligent; intelligence",心,15,huì
1506,媒,mui4,"go-between, matchmaker; medium",女,12,méi
1507,佩,pui3,"belt ornament, pendant; wear at waist, tie to the belt; respect",人,8,pèi
1508,愤,fan5,"resent, hate; indignant",心,12,fèn
1509,扑,pok3,"pound, beat, strike; attack",手,5,pū
1510,龄,ling4,age; years,齒,13,líng
1511,驱,keoi1,"spur a horse on; expel, drive away",馬,7,qū
1512,惜,sik1,"pity, regret, rue, begrudge",心,11,xī
1513,豪,hou4,"brave, heroic, chivalrous",豕,14,háo
1514,掩,jim2,"to cover (with the hand); shut, conceal; ambush",手,11,yǎn
1515,兼,gim1,"unite, combine; connect; and",八,10,jiān
1516,跃,joek3,"skip, jump, frolic",足,11,yuè
1517,尸,si1,corpse; to impersonate the dead; to preside; KangXi radical 44,尸,3,shī
1518,肃,suk1,pay respects; reverently,聿,8,sù
1519,帕,paak3,"turban, kerchief, veil; wrap",巾,8,pà
1520,驶,sai2,"sail, drive, pilot; fast, quick",馬,8,shǐ
1521,堡,bou.2,"fort, fortress; town, village",土,12,bǎo
1522,届,gaai3,"numerary adjunct for time, term",尸,8,jiè
1523,欣,Jan1,"happy, joyous, delighted",欠,8,xīn
1524,惠,wai6,"favor, benefit, confer kindness",心,12,huì
1525,册,caak3,"book, volume, register, list",冂,5,cè
1526,储,cyu5,"save money, store, reserve; heir",人,12,chǔ
1527,飘,piu1,"whirlwind, cyclone; floating",風,15,piāo
1528,桑,song1,mulberry tree; surname,木,10,sāng
1529,闲,haan4,"fence, guard; defend; idle time",門,7,xián
1530,惨,caam2,"sad, pitiful, wretched; cruel",心,11,cǎn
1531,洁,git3,"clean, purify, pure",水,9,jié
1532,踪,zung1,"footprints, traces, tracks",足,15,zōng
1533,勃,but6,"suddenly, sudden, quick",力,9,bó
1534,宾,ban.1,"guest, visitor; surname; submit",宀,10,bīn
1535,频,pan4,"frequently, again and again",頁,13,pín
1536,仇,sau4,"enemy, hate, hatred, enmity",人,4,chóu
1537,磨,mo4,grind; polish; rub; wear out; a millstone,石,16,mó
1538,递,dai6,"hand over, deliver; substitute",辵,10,dì
1539,邪,ce4,"wrong, evil, depraved, vicious, perverse, heterodox",邑,6,xié
1540,撞,zong6,"knock against, bump into, collide",手,15,zhuàng
1541,拟,ji5,"draft; intend, plan, propose",手,7,nǐ
1542,滚,gwan2,turn,水,13,gǔn
1543,奏,zau3,memorialize emperor; report,大,9,zòu
1544,巡,ceon4,"patrol, go on circuit, cruise",巛,6,xún
1545,颜,ngaan4,"face, facial appearance",頁,15,yán
1546,剂,zai1,medicinal preparation,刀,8,jì
1547,绩,zik1,spin; achievements,糸,11,jī
1548,贡,gung3,"offer tribute; tribute, gifts",貝,7,gòng
1549,疯,fung1,"crazy, insane, mentally ill",疒,9,fēng
1550,坡,bo1,"slope, bank, hillside",土,8,pō
1551,瞧,ciu4,"glance at, look at, see",目,17,qiáo
1552,截,zit6,"cut off, stop, obstruct, intersect",戈,14,jié
1553,燃,jin4,"burn; light fire, ignite",火,16,rán
1554,焦,ziu1,"burned, scorched; anxious, vexed",火,12,jiāo
1555,殿,din6,hall; palace; temple,殳,13,diàn
1556,伪,ngai6,"false, counterfeit, bogus",人,6,wěi
1557,柳,lau5,willow tree; pleasure,木,9,liǔ
1558,锁,so2,"lock, padlock; shackles, chains",金,12,suǒ
1559,逼,bik.1,"compel, pressure, force; bother",辵,12,bī
1560,颇,po1,"lean one side; very, rather",頁,11,pō
1561,昏,fan1,"dusk, nightfall, twilight, dark",日,8,hūn
1562,劝,hyun3,"recommend, advise, urge",力,4,quàn
1563,呈,cing4,"submit, show; appear; petition",口,7,chéng
1564,搜,sau2,"search, seek; investigate",手,12,sōu
1565,勤,kan4,"industrious, diligent, attentive",力,13,qín
1566,戒,gaai3,"warn, caution, admonish",戈,7,jiè
1567,驾,gaa3,"to drive, sail, fly; a cart, carriage",馬,8,jià
1568,漂,piu1,"float, drift; tossed about",水,14,piào
1569,饮,jam2,drink; swallow; kind of drink,食,7,yǐn
1570,曹,cou4,ministry officials; surname,曰,11,cáo
1571,朵,do2,cluster of flowers; earlobe,木,6,duǒ
1572,仔,zai2,"small thing, child; young animal",人,5,zǐ
1573,柔,jau4,"soft; gentle, pliant",木,9,róu
1574,俩,loeng5,"two, pair",人,9,liǎ
1575,孟,maang6,"first in series; great, eminent",子,8,mèng
1576,腐,fu6,"rot, decay, spoil; rotten",肉,14,fǔ
1577,幼,jau3,"infant, young child; immature",幺,5,yòu
1578,践,cin5,"trample, tread upon, walk on",足,12,jiàn
1579,籍,zik6,"record, register, list; census",竹,20,jí
1580,牧,muk6,"tend cattle, shepherd",牛,8,mù
1581,凉,loeng4,"cool, cold; disheartened",冫,10,liáng
1582,牲,sang1,sacrificial animal; animal,牛,9,shēng
1583,佳,gaai1,"good, auspicious; beautiful; delightful",人,8,jiā
1584,娜,naa4,"elegant, graceful, delicate",女,9,nà
1585,浓,nung4,"thick, strong, concentrated",水,9,nóng
1586,芳,fong1,fragrant; virtuous; beautiful,艸,7,fāng
1587,稿,gou2,"draft, manuscript, rough copy",禾,15,gǎo
1588,竹,zuk1,bamboo; flute; KangXi radical 118,竹,6,zhú
1589,腹,fuk1,"stomach, belly, abdomen; inside",肉,13,fù
1590,跌,dit3,"stumble, slip, fall down; stamp",足,12,diē
1591,逻,lo4,patrol; inspect; watch; patrol,辵,11,luó
1592,垂,seoi4,"let down; suspend, hand; down",土,8,chuí
1593,遵,zeon1,"obey, comply with, follow; honor",辵,15,zūn
1594,脉,mak6,"blood vessels, veins, arteries",肉,9,mài
1595,貌,maau6,"countenance, appearance",豸,14,mào
1596,柏,paak.3,"cypress, cedar",木,9,bǎi
1597,狱,juk6,"prison, jail; case; lawsuit",犬,9,yù
1598,猜,caai1,"guess, conjecture, suppose; feel",犬,11,cāi
1599,怜,lin4,"pity, sympathize",心,8,lián
1600,惑,waak6,"confuse, mislead, baffle; doubt",心,12,huò
1601,陶,tou4,"pottery, ceramics",阜,10,táo
1602,兽,sau3,"beast, animal; bestial",八,11,shòu
1603,帐,zoeng3,"tent; screen, mosquito net",巾,7,zhàng
1604,饰,sik1,"decorate, ornament, adorn",食,8,shì
1605,贷,taai3,lend; borrow; pardon,貝,9,dài
1606,昌,coeng1,"light of sun; good, proper",日,8,chāng
1607,叙,zeoi6,"express, state, relate, narrate",又,9,xù
1608,躺,tong2,"lie down, recline",身,15,tǎng
1609,钢,gong3,"steel; hard, strong, tough",金,9,gāng
1610,沟,kau1,"ditch, drain, narrow waterway",水,7,gōu
1611,寄,gei3,"send, transmit, mail; rely on",宀,11,jì
1612,扶,fu4,"support, help; protect; hold on",手,7,fú
1613,铺,pou1,"shop, store; place sleep, bed",金,12,pù
1614,邓,dang6,surname,邑,4,dèng
1615,寿,sau6,"old age, long life; lifespan",寸,7,shòu
1616,惧,geoi6,"fear, be afraid of, dread",心,11,jù
1617,询,seon1,"inquire into, ask about; consult",言,8,xún
1618,汤,tong1,"hot water; soup, gravy, broth",水,6,tāng
1619,盗,dou6,"rob, steal; thief, bandit",皿,11,dào
1620,肥,fei4,"fat, plump, obese; fertile",肉,8,féi
1621,尝,soeng4,"taste; experience, experiment",小,9,cháng
1622,匆,cung1,"hastily, in haste, hurriedly",勹,5,cōng
1623,辉,fai1,"brightness, luster, brilliance",小,12,huī
1624,奈,noi6,"but, how; bear, stand, endure",大,8,nài
1625,扣,kau3,"knock, strike, rap, tap; button",手,6,kòu
1626,廷,ting4,court,廴,6,tíng
1627,澳,ou.3,"inlet, bay; dock, bank",水,15,ào
1628,嘛,maa3,final exclamatory particle,口,14,ma
1629,董,dung2,"direct, supervise; surname",艸,12,dǒng
1630,迁,cin1,"move, shift, change; transfer; relocate a capital city",辵,6,qiān
1631,凝,jing4,coagulate; congeal; freeze,冫,16,níng
1632,慰,wai3,"comfort, console, calm",心,15,wèi
1633,厌,jim3,"dislike, detest, reject; satiate",厂,6,yàn
1634,脏,zong6,"internal organs, viscera; dirty",肉,10,zàng
1635,腾,tang4,fly; gallop; run; prance; rise,肉,13,téng
1636,幽,jau1,"quiet, secluded, tranquil; dark",幺,9,yōu
1637,怨,jyun3,"hatred, enmity, resentment",心,9,yuàn
1638,鞋,haai4,"shoes, footwear in general",革,15,xié
1639,丢,diu1,discard,一,6,diū
1640,埋,maai4,"bury, secrete, conceal",土,10,mái
1641,泉,cyun4,"spring, fountain; wealth, money",水,9,quán
1642,涌,jung2,"surge up, bubble up, gush forth",水,10,yǒng
1643,辖,hat6,linchpin of wheel; control,車,14,xiá
1644,躲,do2,"hide, secrete; avoid, escape",身,13,duǒ
1645,晋,zeon3,"advance, increase; promote",日,10,jìn
1646,紫,zi2,"purple, violet; amethyst; surname",糸,12,zǐ
1647,艰,gaan1,"difficult, hard; distressing",又,8,jiān
1648,魏,ngai6,kingdom of Wei; surname,鬼,17,wèi
1649,吾,ng4,"i, my, our; resist, impede",口,7,wú
1650,慌,fong1,"nervous, panicky, frantic",心,12,huāng
1651,祝,zuk1,pray for happiness or blessings,示,9,zhù
1652,邮,jau4,"postal, mail; post office",邑,7,yóu
1653,吐,tou3,"vomit, spew out, cough up",口,6,tǔ
1654,狠,han2,"vicious, cruel; severely, extreme",犬,9,hěn
1655,鉴,gaam3,"mirror, looking glass; reflect",金,13,jiàn
1656,曰,joek6,say; KangXi radical 73,曰,4,yuē
1657,械,haai6,"weapons; implements, instruments",木,11,xiè
1658,咬,ngaau5,"bite, gnaw",口,9,yǎo
1659,邻,leon4,neighbor; neighborhood,邑,7,lín
1660,赤,cek3,,赤,7,chì
1661,挤,zai1,"crowd, squeeze, push against",手,9,jǐ
1662,弯,waan1,"bend, curve",弓,9,wān
1663,椅,ji2,"chair, seat",木,12,yǐ
1664,陪,pui4,"accompany, be with, keep company",阜,10,péi
1665,割,got3,"cut, divide, partition; cede",刀,12,gē
1666,揭,kit3,"raise, lift up; surname",手,12,jiē
1667,韦,wai5,tanned leather; surname; simplified form of KangXi radical number 178,韋,4,wéi
1668,悟,ng6,"to apprehend, realize, become aware",心,10,wù
1669,聪,cung1,"intelligent, clever, bright",耳,15,cōng
1670,雾,mou6,"fog, mist, vapor, fine spray",雨,13,wù
1671,锋,fung1,"point of spear, sharp point",金,12,fēng
1672,梯,tai1,"ladder, steps, stairs; lean",木,11,tī
1673,猫,maau1,cat,犬,11,māo
1674,祥,coeng4,"good luck, good omen; happiness",示,10,xiáng
1675,阔,fut3,"broad, ample, wide; be apart",門,12,kuò
1676,誉,jyu6,"fame, reputation; praise",言,13,yù
1677,筹,cau4,"chip, tally, token; raise money",竹,13,chóu
1678,丛,cung4,"bush, shrub; thicket; collection",一,5,cóng
1679,牵,hin1,"drag, pull, lead by hand",大,9,qiān
1680,鸣,ming4,cry of bird or animal; make sound,口,8,míng
1681,沈,sam2,"sink, submerge; addicted to; surname",水,7,chén
1682,阁,gok3,"chamber, pavilion; cabinet",門,9,gé
1683,穆,muk6,"majestic, solemn, reverent; calm",禾,16,mù
1684,屈,wat1,"bend, flex; bent, crooked; crouch",尸,8,qū
1685,旨,zi2,"purpose, aim; excellent",日,6,zhǐ
1686,袖,zau6,sleeve; put something in sleeve,衣,10,xiù
1687,猎,lip6,hunt; field sports,犬,11,liè
1688,臂,bei.3,arm,肉,17,bì
1689,蛇,se4,snake,虫,11,shé
1690,贺,ho6,congratulate; send present,貝,9,hè
1691,柱,cyu5,"pillar, post; support; lean on",木,9,zhù
1692,抛,paau1,throw (away),手,7,pāo
1693,鼠,syu2,"rat, mouse; KangXi radical 208",鼠,13,shǔ
1694,瑟,sat1,"large stringed musical instrument; dignified, massive; sound of wind",玉,13,sè
1695,戈,gwo1,"halberd, spear, lance; rad. 62",戈,4,gē
1696,牢,lou4,"prison; stable, pen; secure",牛,7,láo
1697,逊,seon3,"humble, modest; yield",辵,9,xùn
1698,迈,maai6,take a big stride; pass by,辵,6,mài
1699,欺,hei1,"cheat, double-cross, deceive",欠,12,qī
1700,吨,deon1,"metric ton; (Cant.) to babble, gibberish",口,7,dūn
1701,琴,kam4,Chinese lute or guitar,玉,12,qín
1702,衰,seoi1,"decline, falter, decrease; weaken",衣,10,shuāi
1703,瓶,ping4,"jug, pitcher, vase, jar, bottle",瓦,10,píng
1704,恼,nou5,"angered, filled with hate",心,9,nǎo
1705,燕,jin3,"swallow (bird); comfort, enjoy",火,16,yàn
1706,仲,zung6,"middle brother; go between, mediator; surname",人,6,zhòng
1707,诱,jau5,"persuade, entice, induce; guide",言,9,yòu
1708,狼,long4,wolf,犬,10,láng
1709,池,ci4,"pool, pond; moat; cistern",水,6,chí
1710,疼,tung3,"aches, pains; be fond of; love",疒,10,téng
1711,卢,lou4,"cottage, hut; surname; black",卜,5,lú
1712,仗,zoeng6,"rely upon; protector; fight; war, weaponry",人,5,zhàng
1713,冠,gun1,"cap, crown, headgear",冖,9,guān
1714,粒,lap1,grain; small particle,米,11,lì
1715,遥,jiu4,"far away, distant, remote",辵,13,yáo
1716,吕,leoi5,surname; a musical note,口,6,lǚ
1717,玄,jyun4,"deep, profound, abstruse; KangXi radical 95",玄,5,xuán
1718,尘,can4,"dust, dirt, ashes, cinders",小,6,chén
1719,冯,fung4,surname; gallop; by dint of,馬,5,féng
1720,抚,fu2,"pat, console, comfort; pacify",手,7,fǔ
1721,浅,cin2,"shallow, not deep; superficial",水,8,qiǎn
1722,敦,deon1,"esteem; honest, candid, sincere",攴,12,dūn
1723,纠,gau2,"investigate, inspect",糸,5,jiū
1724,钻,zyun3,"drill, bore; pierce; diamond",金,10,zuān
1725,晶,zing1,"crystal; clear, bright; radiant",日,12,jīng
1726,岂,hei2,how? what?,山,6,qǐ
1727,峡,haap6,"gorge, strait, ravine; isthmus",山,9,xiá
1728,苍,cong1,blue; green,艸,7,cāng
1729,喷,pan3,"spurt, blow out, puff out",口,12,pēn
1730,耗,hou3,"consume, use up; waste, squander",耒,10,hào
1731,凌,ling4,pure; virtuous; insult; maltreat,冫,10,líng
1732,敲,haau1,"strike, beat, pound, hammer; rap",攴,14,qiāo
1733,菌,1,"mushroom; germ, microbe",艸,11,jūn
1734,赔,pui4,"indemnify, suffer loss",貝,12,péi
1735,涂,tou4,surname; name of certain rivers,水,10,tú
1736,粹,seoi6,pure; unadulterated; select,米,14,cuì
1737,扁,bin.2,"flat; tablet, signboard",戶,9,biǎn
1738,亏,kwai1,"lose, fail; damage; deficient",二,3,kuī
1739,寂,zik6,"still, silent, quiet, desolate",宀,11,jì
1740,煤,mui4,"coal, coke, charcoal, carbon",火,13,méi
1741,熊,hung4,a bear; brilliant; bright; surname,火,14,xióng
1742,恭,gung1,"respectful, polite, reverent",心,10,gōng
1743,湿,sap1,"wet, moist, humid, damp; illness",水,12,shī
1744,循,ceon4,"obey, comply with, follow",彳,12,xún
1745,暖,nyun5,"warm, genial",日,13,nuǎn
1746,糖,tong4,sugar; candy; sweets,米,16,táng
1747,赋,fu3,tax; give; endow; army; diffuse,貝,12,fù
1748,抑,jik1,"press down, repress; curb, hinder",手,7,yì
1749,秩,dit6,order; orderly; salary; decade,禾,10,zhì
1750,帽,mou6,"hat, cap; cap-like tops",巾,12,mào
1751,哀,oi.1,"sad, mournful, pitiful; pity",口,9,āi
1752,宿,suk1,"stop, rest, lodge, stay overnight; constellation",宀,11,sù
1753,踏,daap6,"step on, trample, tread on, walk",足,15,tà
1754,烂,laan6,"rotten, spoiled, decayed",火,9,làn
1755,袁,jyun4,robe; surname,衣,10,yuán
1756,侯,hau4,"marquis, lord; target in archery",人,9,hóu
1757,抖,dau2,"tremble, shake, rouse; give shake",手,7,dǒu
1758,夹,gaap3,be wedged or inserted between,一,6,jiā
1759,昆,kwan1,elder brother; descendants,日,8,kūn
1760,肝,gon1,liver,肉,7,gān
1761,擦,caat3,"wipe, scrub, rub, scour; brush",手,17,cā
1762,猪,zyu1,"pig, hog, wild boar",犬,11,zhū
1763,炼,lin6,"smelt, refine; distill, condense",火,9,liàn
1764,恒,hang4,"constant, regular, persistent",心,9,héng
1765,慎,san6,"act with care, be cautious",心,13,shèn
1766,搬,bun.1,"transfer, move, remove, shift",手,13,bān
1767,纽,nau2,"knot; button; handle, knob; tie",糸,7,niǔ
1768,纹,man4,"line, streak, stripe; wrinkle",糸,7,wén
1769,玻,bo1,glass,玉,9,bō
1770,渔,jyu4,to fish; seize; pursue; surname,水,11,yú
1771,磁,ci4,magnetic; magnetism; porcelain,石,14,cí
1772,铜,tung4,"copper, brass, bronze",金,11,tóng
1773,齿,ci2,"teeth; gears, cogs; age; simplified form of the KangXi radical number 211",齒,8,chǐ
1774,跨,kwaa1,"straddle, bestride, ride; carry",足,13,kuà
1775,押,aat3,"mortgage, pledge; deposit; to pawn; to arrest, detain, guard",手,8,yā
1776,怖,bou3,"terror, fear; frighten; terrified",心,8,bù
1777,漠,mok6,"desert; aloof, indifferent, cool",水,13,mò
1778,疲,pei4,"feel tired, be exhausted; weak",疒,10,pí
1779,叛,bun6,rebel; rebellion; rebellious,又,9,pàn
1780,遣,hin2,"send, dispatch; send off, exile",辵,13,qiǎn
1781,兹,zi1,"now, here; this; time, year",艸,9,zī
1782,祭,zai3,"sacrifice to, worship",示,11,jì
1783,醉,zeoi3,"intoxicated, drunk; addicted to",酉,15,zuì
1784,拳,kyun4,fist; various forms of boxing,手,10,quán
1785,弥,mei4,"extensive, full; fill; complete",弓,8,mí
1786,斜,ce4,"slanting, sloping, inclined",斗,11,xié
1787,档,dong3,"shelf; frame, crosspiece",木,10,dàng
1788,稀,hei1,"rare, unusual, scarce; sparse",禾,12,xī
1789,捷,zit6,"win, victory, triumph",手,11,jié
1790,肤,fu1,"skin; superficial, shallow",肉,8,fū
1791,疫,jik6,"epidemic, plague, pestilence",疒,9,yì
1792,肿,zung2,swell; swollen; swelling,肉,8,zhǒng
1793,豆,dau6,"beans, peas; bean-shaped",豆,7,dòu
1794,削,soek3,"scrape off, pare, trim",刀,9,xuē
1795,岗,gong1,post; position,山,7,gǎng
1796,晃,fong2,"bright, dazzling; to sway, shake",日,10,huǎng
1797,吞,tan1,"swallow; absorb, annex, engulf",口,7,tūn
1798,宏,wang4,"wide, spacious, great, vast",宀,7,hóng
1799,癌,ngaam.4,cancer; marmoset,疒,17,ái
1800,肚,tou5,belly; abdomen; bowels,肉,7,dù
1801,隶,dai6,subservient; servant; KangXi radical 171,隶,8,lì
1802,履,lei5,"footwear, shoes; walk on, tread",尸,15,lǚ
1803,涨,zoeng3,rise in price,水,10,zhǎng
1804,耀,jiu6,"shine, sparkle, dazzle; glory",羽,20,yào
1805,扭,nau2,"turn, twist, wrench; seize, grasp",手,7,niǔ
1806,坛,taan4,"altar; arena, examination hall",土,7,tán
1807,拨,but6,move; dispel; distribute,手,8,bō
1808,沃,juk1,"water, irrigate; fertile, rich",水,7,wò
1809,绘,kui2,"draw, sketch, paint",糸,9,huì
1810,伐,fat6,"cut down, subjugate, attack",人,6,fá
1811,堪,ham1,"adequately capable of, worthy of",土,12,kān
1812,仆,buk6,"fall forward; lie prostrate, prone; servant",人,4,pū
1813,郭,gwok3,outer part (of a city); surname,邑,10,guō
1814,牺,hei1,"sacrifice, give up; sacrificial",牛,10,xī
1815,歼,cim1,"annihilate, wipe out, kill off",歹,7,jiān
1816,墓,mou6,"grave, tomb",土,13,mù
1817,雇,gu3,"employ, to hire",隹,12,gù
1818,廉,lim4,"upright, honorable, honest",广,13,lián
1819,契,kai3,"deed, contract, bond; engrave",大,9,qì
1820,拼,ping3,"join together, link, incorporate",手,9,pīn
1821,惩,cing4,"punish, reprimand; warn",心,12,chéng
1822,捉,zuk1,"grasp, clutch; catch, seize",手,10,zhuō
1823,覆,fuk1,cover; tip over; return; reply,襾,18,fù
1824,刷,caat3,"brush; clean with brush, scrub",刀,8,shuā
1825,劫,gip3,"take by force, coerce; disaster",力,7,jié
1826,嫌,jim4,"hate, detest; suspect; criticize",女,13,xián
1827,瓜,gwaa1,"melon, gourd, cucumber; rad. 97",瓜,5,guā
1828,歇,hit3,"rest, stop, lodge",欠,13,xiē
1829,雕,diu1,"engrave, inlay, carve; exhaust; used for",隹,16,diāo
1830,闷,mun6,"gloomy, depressed, melancholy",門,7,mèn
1831,乳,jyu5,"breast, nipples; milk, suckle",乙,8,rǔ
1832,串,cyun3,string; relatives; conspire,丨,7,chuàn
1833,娃,waa1,baby; doll; pretty girl,女,9,wá
1834,缴,giu2,"deliver, submit; hand over",糸,16,jiǎo
1835,唤,wun6,call,口,10,huàn
1836,赢,jeng4,"win; surplus, gain, profit",亠,17,yíng
1837,莲,lin4,"lotus, water lily; paradise",艸,10,lián
1838,霸,baa.3,rule by might rather than right,雨,21,bà
1839,桃,tou4,peach; marriage; surname,木,10,táo
1840,妥,to5,"satisfactory, appropriate",女,7,tuǒ
1841,瘦,sau3,"thin, emaciated, lean; meager",疒,14,shòu
1842,搭,daap3,"join together, attach to; add to",手,12,dā
1843,赴,fu6,"go to; attend, be present",走,9,fù
1844,岳,ngok6,mountain peak; surname,山,8,yuè
1845,嘉,gaa1,excellent; joyful; auspicious,口,14,jiā
1846,舱,cong1,hold of ship; cabin,舟,10,cāng
1847,俊,zeon3,"talented, capable; handsome",人,9,jùn
1848,址,zi2,"site, location, land for house",土,7,zhǐ
1849,庞,pong4,"disorderly, messy; huge, big",广,8,páng
1850,耕,gaang1,"plow, cultivate",耒,10,gēng
1851,锐,jeoi6,"sharp, keen, acute, pointed",金,12,ruì
